objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special694,694,"News Release (November 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/81/00001/News_Release_Nov_12_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/81/00001/News_Release_Nov_12_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000681,"November 12, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special695,695,"News Release (November 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/82/00001/News_Release_Nov_12_1967_Quartetthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/82/00001/News_Release_Nov_12_1967_Quartet.pdf,http://ncf.sobek.ufl.edu/NCF0000682,"November 12, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special696,696,"News Release (November 13, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/90/00001/News_Release_Nov_13_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/90/00001/News_Release_Nov_13_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000490,"November 13, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release. Includes one page errata sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special697,697,"News Release (November 13, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/91/00001/News_Release_Nov_13_1966_Studentsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/91/00001/News_Release_Nov_13_1966_Students.pdf,http://ncf.sobek.ufl.edu/NCF0000491,"November 13, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special698,698,"News Release (November 15, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/10/00001/News_Release_Nov_15_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/10/00001/News_Release_Nov_15_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000310,"November 15, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page news release distribution sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special699,699,"News Release (November 15, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/92/00001/News_Release_Nov_15_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/92/00001/News_Release_Nov_15_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000492,"November 15, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special700,700,"News Release (November 15, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/83/00001/News_Release_Nov_15_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/83/00001/News_Release_Nov_15_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000683,"November 15, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special701,701,"News Release (November 16, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/11/00001/News_Release_Nov_16_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/11/00001/News_Release_Nov_16_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000311,"November 16, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page news release distribution sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special702,702,"News Release (November 16, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/93/00001/News_Release_Nov_16_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/93/00001/News_Release_Nov_16_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000493,"November 16, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special703,703,"News Release (November 16, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/84/00001/News_Release_Nov_16_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/84/00001/News_Release_Nov_16_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000684,"November 16, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special704,704,"News Release (November 17, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/12/00001/News_Release_Nov_17_1965_Solomonthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/12/00001/News_Release_Nov_17_1965_Solomon.pdf,http://ncf.sobek.ufl.edu/NCF0000312,"November 17, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special705,705,"News Release (November 17, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/94/00001/News_Release_Nov_17_1966_Ciminothm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/94/00001/News_Release_Nov_17_1966_Cimino.pdf,http://ncf.sobek.ufl.edu/NCF0000494,"November 17, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special706,706,"News Release (November 17, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/95/00001/News_Release_Nov_17_1966_Debate_Teamthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/95/00001/News_Release_Nov_17_1966_Debate_Team.pdf,http://ncf.sobek.ufl.edu/NCF0000495,"November 17, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special707,707,News Release (November 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/15/00001/News_Release_Nov_1965_Heaththm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/15/00001/News_Release_Nov_1965_Heath.pdf,http://ncf.sobek.ufl.edu/NCF0000315,November 1965,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special708,708,News Release (November 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/16/00001/News_Release_Nov_1965_Televisoin_Showthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/16/00001/News_Release_Nov_1965_Televisoin_Show.pdf,http://ncf.sobek.ufl.edu/NCF0000316,November 1965,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special709,709,News Release (November 1966),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/01/00001/News_Release_Nov_1966_Elmendorfthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/01/00001/News_Release_Nov_1966_Elmendorf.pdf,http://ncf.sobek.ufl.edu/NCF0000501,November 1966,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special710,710,"News Release (November 2, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/67/00001/News_Release_Nov_02_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/67/00001/News_Release_Nov_02_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000667,"November 2, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special711,711,"News Release (November 2, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/68/00001/News_Release_Nov_02_1967_Unionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/68/00001/News_Release_Nov_02_1967_Union.pdf,http://ncf.sobek.ufl.edu/NCF0000668,"November 2, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special712,712,"News Release (November 20, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/96/00001/News_Release_Nov_20_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/96/00001/News_Release_Nov_20_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000496,"November 20, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release. Includes two page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special713,713,"News Release (November 20, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/97/00001/News_Release_Nov_20_1966_Fine_Arts_Institutethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/97/00001/News_Release_Nov_20_1966_Fine_Arts_Institute.pdf,http://ncf.sobek.ufl.edu/NCF0000497,"November 20, 1966",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special714,714,"News Release (November 20, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/85/00001/News_Release_Nov_20_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/85/00001/News_Release_Nov_20_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000685,"November 20, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special715,715,"News Release (November 21, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/86/00001/News_Release_Nov_21_1967_Enslowthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/86/00001/News_Release_Nov_21_1967_Enslow.pdf,http://ncf.sobek.ufl.edu/NCF0000686,"November 21, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special716,716,"News Release (November 22, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/98/00001/News_Release_Nov_22_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/98/00001/News_Release_Nov_22_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000498,"November 22, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special717,717,"News Release (November 22, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/99/00001/News_Release_Nov_22_1966_Cassellthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/99/00001/News_Release_Nov_22_1966_Cassell.pdf,http://ncf.sobek.ufl.edu/NCF0000499,"November 22, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special718,718,"News Release (November 22, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/87/00001/News_Release_Nov_22_1967_Dominican_Republicthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/87/00001/News_Release_Nov_22_1967_Dominican_Republic.pdf,http://ncf.sobek.ufl.edu/NCF0000687,"November 22, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special719,719,"News Release (November 22, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/88/00001/News_Release_Nov_22_1967_Programthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/88/00001/News_Release_Nov_22_1967_Program.pdf,http://ncf.sobek.ufl.edu/NCF0000688,"November 22, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special720,720,"News Release (November 24, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/89/00001/News_Release_Nov_24_1967_Columbiathm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/89/00001/News_Release_Nov_24_1967_Columbia.pdf,http://ncf.sobek.ufl.edu/NCF0000689,"November 24, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special721,721,"News Release (November 29, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/00/00001/News_Release_Nov_29_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/00/00001/News_Release_Nov_29_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000500,"November 29, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special722,722,"News Release (November 29, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/90/00001/News_Release_Nov_29_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/90/00001/News_Release_Nov_29_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000690,"November 29, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special723,723,"News Release (November 30, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/13/00001/News_Release_Nov_30_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/13/00001/News_Release_Nov_30_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000313,"November 30, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special724,724,"News Release (November 30, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/14/00001/News_Release_Nov_30_1965_Interviewsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/14/00001/News_Release_Nov_30_1965_Interviews.pdf,http://ncf.sobek.ufl.edu/NCF0000314,"November 30, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special725,725,"News Release (November 30, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/91/00001/News_Release_Nov_30_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/91/00001/News_Release_Nov_30_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000691,"November 30, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special726,726,"News Release (November 4, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/03/00001/News_Release_Nov_04_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/03/00001/News_Release_Nov_04_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000303,"November 4, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page news release distribution sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special727,727,"News Release (November 4, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/04/00001/News_Release_Nov_04_1965_Little_Angelsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/04/00001/News_Release_Nov_04_1965_Little_Angels.pdf,http://ncf.sobek.ufl.edu/NCF0000304,"November 4, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special728,728,"News Release (November 5, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/69/00001/News_Release_Nov_05_1967_Experimentthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/69/00001/News_Release_Nov_05_1967_Experiment.pdf,http://ncf.sobek.ufl.edu/NCF0000669,"November 5, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special729,729,"News Release (November 6, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/05/00001/News_Release_Nov_06_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/05/00001/News_Release_Nov_06_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000305,"November 6, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special730,730,"News Release (November 6, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/83/00001/News_Release_Nov_06_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/83/00001/News_Release_Nov_06_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000483,"November 6, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release. Includes one page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special731,731,"News Release (November 6, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/84/00001/News_Release_Nov_06_1966_Gorfeinthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/84/00001/News_Release_Nov_06_1966_Gorfein.pdf,http://ncf.sobek.ufl.edu/NCF0000484,"November 6, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special732,732,"News Release (November 6, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/70/00001/News_Release_Nov_06_1967_Choirthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/70/00001/News_Release_Nov_06_1967_Choir.pdf,http://ncf.sobek.ufl.edu/NCF0000670,"November 6, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special733,733,"News Release (November 6, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/71/00001/News_Release_Nov_06_1967_Mungerthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/71/00001/News_Release_Nov_06_1967_Munger.pdf,http://ncf.sobek.ufl.edu/NCF0000671,"November 6, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special734,734,"News Release (November 6, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/72/00001/News_Release_Nov_06_1967_Studythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/72/00001/News_Release_Nov_06_1967_Study.pdf,http://ncf.sobek.ufl.edu/NCF0000672,"November 6, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special735,735,"News Release (November 7, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/73/00001/News_Release_Nov_07_1967_Haggartythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/73/00001/News_Release_Nov_07_1967_Haggarty.pdf,http://ncf.sobek.ufl.edu/NCF0000673,"November 7, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special736,736,"News Release (November 7, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/74/00001/News_Release_Nov_07_1967_Petersthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/74/00001/News_Release_Nov_07_1967_Peters.pdf,http://ncf.sobek.ufl.edu/NCF0000674,"November 7, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special737,737,"News Release (November 7, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/75/00001/News_Release_Nov_07_1967_Stetlerthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/75/00001/News_Release_Nov_07_1967_Stetler.pdf,http://ncf.sobek.ufl.edu/NCF0000675,"November 7, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special738,738,"News Release (November 7, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/76/00001/News_Release_Nov_07_1967_Vekertthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/76/00001/News_Release_Nov_07_1967_Vekert.pdf,http://ncf.sobek.ufl.edu/NCF0000676,"November 7, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special739,739,"News Release (November 9, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/85/00001/News_Release_Nov_09_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/85/00001/News_Release_Nov_09_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000485,"November 9, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special740,740,"News Release (November 9, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/86/00001/News_Release_Nov_09_1966_Philosophythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/86/00001/News_Release_Nov_09_1966_Philosophy.pdf,http://ncf.sobek.ufl.edu/NCF0000486,"November 9, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
